AvgSpeed,CodeSum,Cool,Date,Depart,DewPoint,Heat,PrecipTotal,ResultDir,ResultSpeed,SeaLevel,Station,StnPressure,Sunrise,Sunset,Tavg,Tmax,Tmin,WetBulb
7.4,TS BR HZ,10,2011-05-12,18,61,0,0.02,19,4.3,29.78,2,29.13,435,1901,75,87,63,66
11.0,RA BR,0,2011-05-13,4,54,3,0.02,3,10.1,29.73,1,29.0,434,1902,62,77,47,56
11.5, ,0,2011-05-13,4,54,3,0.01,1,10.5,29.71,2,29.07,434,1902,62,77,47,57
16.9,RA BR,0,2011-05-14,-9,47,16,0.31,2,16.7,29.73,1,29.01,433,1903,49,53,45,48
17.2,RA DZ BR,0,2011-05-14,-9,46,16,0.43,1,17.0,29.72,2,29.05,433,1903,49,51,46,47
21.4,RA BR,0,2011-05-15,-14,36,21,0.31,2,21.4,29.86,1,29.15,432,1904,44,46,41,41
18.9,RA BR,0,2011-05-15,-13,38,20,0.37,1,18.8,29.84,2,29.19,432,1904,45,48,42,42
13.9, ,0,2011-05-16,-14,30,20,0.0,2,13.5,30.01,1,29.28,431,1905,45,52,37,40
14.1, ,0,2011-05-16,-12,31,18,0.0,1,13.9,30.01,2,29.34,431,1905,47,53,40,40
12.7, ,0,2011-05-17,-9,33,15,0.0,3,12.2,29.96,1,29.21,430,1906,50,60,40,43
13.6, ,0,2011-05-17,-9,35,15,0.0,2,13.1,29.95,2,29.27,430,1906,50,60,40,44
7.1,RA DZ BR,0,2011-05-18,-7,48,12,0.07,2,6.2,29.89,1,29.16,429,1907,53,57,49,49
7.0,RA BR HZ,0,2011-05-18,-4,49,9,0.03,1,6.6,29.88,2,29.21,429,1907,56,61,50,51
5.8,BR HZ,0,2011-05-19,1,53,4,0.0,2,3.6,30.0,1,29.29,428,1908,61,72,49,56
5.0,BR HZ,0,2011-05-19,2,53,3,0.0,2,3.0,30.0,2,29.36,428,1908,62,73,50,55
6.0,BR,0,2011-05-20,1,54,3,0.0,6,5.5,30.03,1,29.3,427,1909,62,73,50,57
6.2,BR,0,2011-05-20,0,53,4,0.0,7,5.4,30.03,2,29.36,427,1909,61,72,50,56
8.1,BR,0,2011-05-21,2,59,2,0.01,15,7.0,29.87,1,29.13,426,1910,63,75,50,62
9.0,HZ,0,2011-05-21,3,59,1,0.01,15,8.1,29.87,2,29.2,426,1910,64,76,51,62
11.4,RA BR,9,2011-05-22,13,60,0,0.58,19,10.3,29.7,1,28.95,425,1911,74,87,61,64
11.6, ,12,2011-05-22,16,59,0,0.12,18,11.2,29.69,2,29.02,425,1911,77,88,65,65
11.3, ,5,2011-05-23,9,59,0,0.01,25,10.0,29.62,1,28.92,425,1912,70,79,60,64
12.5, ,8,2011-05-23,12,59,0,0.01,24,11.3,29.61,2,28.98,425,1912,73,80,65,64
12.4, ,0,2011-05-24,-5,47,8,0.11,4,12.0,29.86,1,29.15,424,1913,57,66,47,51
11.5, ,0,2011-05-24,-3,47,6,0.01,3,11.1,29.84,2,29.21,424,1913,59,69,48,53
11.7,RA BR,0,2011-05-25,-5,52,8,2.24,3,10.7,29.67,1,28.92,423,1914,57,67,47,53
10.1,RA BR,0,2011-05-25,0,53,3,1.9,3,7.8,29.65,2,28.97,423,1914,62,75,49,55
17.8,RA BR,0,2011-05-26,-16,40,19,1.06,2,17.7,29.84,1,29.15,422,1915,46,49,43,43
18.9,RA BR,0,2011-05-26,-15,40,18,0.61,1,18.8,29.83,2,29.19,422,1915,47,50,43,43
8.7,RA,0,2011-05-27,-13,41,16,0.01,5,7.3,29.93,1,29.21,422,1916,49,58,40,46
8.0,RA,0,2011-05-27,-12,41,15,0.01,4,6.6,29.94,2,29.27,422,1916,50,58,42,46
6.7,RA BR,0,2011-05-28,-6,55,8,0.12,18,6.0,29.83,1,29.1,421,1916,57,62,51,55
5.8,RA DZ BR HZ,0,2011-05-28,-5,55,7,0.23,18,4.4,29.83,2,29.16,421,1916,58,64,52,57
5.7,TS RA FG+ FG BR,0,2011-05-29,-3,59,4,1.88,11,3.6,29.86,1,29.16,421,1917,61,70,52,60
6.6,RA FG+ BR,0,2011-05-29,1,60,0,0.92,11,3.6,29.86,2,29.23,421,1917,65,72,57,61
12.8, ,7,2011-05-30,8,65,0,0.0,20,12.4,29.97,1,29.26,420,1918,72,88,56,69
11.6, ,13,2011-05-30,14,65,0,0.0,19,11.2,29.96,2,29.33,420,1918,78,90,65,70
13.2,TS,12,2011-05-31,13,64,0,0.08,22,12.4,30.04,1,29.34,420,1919,77,85,69,68
13.2,RA,14,2011-05-31,15,65,0,0.01,22,12.4,30.02,2,29.41,420,1919,79,88,69,70
10.5, ,5,2011-06-01,6,49,0,0.0,27,10.7,30.17,1,29.44,419,1920,70,81,59,59
11.5, ,8,2011-06-01,9,49,0,0.0,26,11.5,30.15,2,29.51,419,1920,73,82,63,59
9.4,RA,0,2011-06-02,-1,44,2,0.02,6,9.0,30.19,1,29.45,419,1920,63,69,56,53
9.6,RA,0,2011-06-02,-1,45,2,0.01,6,8.9,30.18,2,29.51,419,1920,63,69,57,53
11.5, ,6,2011-06-03,7,62,0,0.01,17,10.8,30.04,1,29.31,418,1921,71,87,55,67
10.6,RA,8,2011-06-03,9,61,0,0.18,16,10.0,30.03,2,29.37,418,1921,73,88,57,67
8.5, ,13,2011-06-04,14,64,0,0.18,26,1.4,30.02,1,29.31,418,1922,78,92,64,68
8.1, ,14,2011-06-04,15,64,0,0.5,26,3.0,30.0,2,29.38,418,1922,79,91,67,69
5.4, ,8,2011-06-05,8,55,0,0.01,7,3.1,30.08,1,29.36,417,1923,73,85,60,62
5.0, ,9,2011-06-05,9,55,0,0.01,8,2.7,30.06,2,29.41,417,1923,74,84,63,62
9.7, ,12,2011-06-06,11,64,0,0.0,20,8.5,29.89,1,29.15,417,1923,77,93,60,69
8.6, ,13,2011-06-06,12,63,0,0.0,20,7.8,29.88,2,29.22,417,1923,78,94,62,69
10.6, ,21,2011-06-07,20,65,0,0.0,23,10.3,29.82,1,29.11,417,1924,86,96,75,72
10.1, ,22,2011-06-07,21,64,0,0.0,23,9.7,29.8,2,29.18,417,1924,87,96,77,72
13.4, ,16,2011-06-08,15,64,0,0.17,24,11.6,29.81,1,29.13,417,1925,81,95,66,71
12.1,BR,17,2011-06-08,16,63,0,0.69,23,9.3,29.8,2,29.2,417,1925,82,96,67,71
12.5,RA BR,0,2011-06-09,-6,52,5,0.93,4,8.0,30.0,1,29.28,416,1925,60,69,50,55
12.0,BR,0,2011-06-09,-5,54,4,2.17,4,7.0,29.98,2,29.34,416,1925,61,69,52,56
8.0,RA BR HZ,0,2011-06-10,-7,56,5,0.52,3,6.4,29.94,1,29.21,416,1926,60,69,51,57
7.5,TS BR HZ,0,2011-06-10,-6,56,4,0.44,1,6.1,29.92,2,29.26,416,1926,61,71,51,58
5.7,RA DZ FG+ FG BR,0,2011-06-11,-10,54,8,0.03,5,4.7,29.95,1,29.24,416,1926,57,62,52,55
5.8,RA DZ BR,0,2011-06-11,-8,54,6,0.1,2,5.4,29.94,2,29.29,416,1926,59,65,53,56
8.9,BR,0,2011-06-12,-11,45,8,0.0,3,8.3,30.1,1,29.38,416,1927,57,64,50,52
9.9, ,0,2011-06-12,-10,45,7,0.0,2,9.4,30.09,2,29.44,416,1927,58,64,51,52
7.8, ,0,2011-06-13,-5,43,2,0.0,6,7.5,30.11,1,29.39,416,1927,63,72,54,53
8.7, ,0,2011-06-13,-4,43,1,0.0,6,8.0,30.11,2,29.44,416,1927,64,71,56,53
8.6, ,0,2011-06-14,-3,49,0,0.0,9,7.8,30.01,1,29.25,416,1928,65,77,53,56
8.3, ,3,2011-06-14,0,49,0,0.0,9,7.8,30.0,2,29.31,416,1928,68,77,58,57
11.2,RA BR,0,2011-06-15,-4,59,1,0.8,15,9.2,29.73,1,29.0,416,1928,64,71,57,61
11.2,RA BR,0,2011-06-15,-3,59,0,0.84,16,8.4,29.73,2,29.07,416,1928,65,72,57,62
7.5,RA BR,6,2011-06-16,2,59,0,0.04,29,5.5,29.76,1,29.05,416,1929,71,81,61,63
9.1,RA BR,7,2011-06-16,3,59,0,0.03,26,6.6,29.75,2,29.12,416,1929,72,81,62,63
6.6, ,6,2011-06-17,2,60,0,0.0,6,5.8,29.83,1,29.13,416,1929,71,82,60,64
6.2, ,8,2011-06-17,4,60,0,0.0,7,5.3,29.81,2,29.18,416,1929,73,82,64,65
6.4, ,8,2011-06-18,3,62,0,0.0,6,4.6,29.82,1,29.1,416,1929,73,84,61,65
6.4, ,8,2011-06-18,3,62,0,0.0,8,4.5,29.8,2,29.16,416,1929,73,83,63,66
5.2, ,7,2011-06-19,2,65,0,0.0,11,4.1,29.75,1,29.03,416,1930,72,81,63,68
4.9,BR,9,2011-06-19,4,65,0,0.0,14,3.7,29.73,2,29.08,416,1930,74,83,65,69
8.1,RA BR,7,2011-06-20,2,67,0,0.18,16,6.2,29.72,1,29.01,416,1930,72,79,65,69
9.5,BR,10,2011-06-20,5,67,0,1.23,16,8.0,29.7,2,29.07,416,1930,75,80,69,69
12.1,RA BR SQ,13,2011-06-21,8,70,0,0.45,18,11.5,29.64,1,28.92,416,1930,78,89,66,72
11.8,RA BR,14,2011-06-21,9,70,0,0.08,18,11.0,29.63,2,28.98,416,1930,79,89,69,73
13.4,RA,4,2011-06-22,-1,63,0,0.02,21,12.6,29.59,1,28.89,417,1931,69,73,64,65
13.4, ,6,2011-06-22,1,62,0,0.02,21,12.9,29.59,2,28.95,417,1931,71,75,66,65
12.7,RA BR,2,2011-06-23,-3,59,0,0.01,26,11.4,29.6,1,28.9,417,1931,67,71,62,62
13.5,RA BR,3,2011-06-23,-2,60,0,0.05,26,12.6,29.6,2,28.96,417,1931,68,72,63,63
9.6, ,0,2011-06-24,-7,56,1,0.0,29,9.4,29.76,1,29.08,417,1931,64,68,60,59
8.7, ,0,2011-06-24,-7,55,1,0.0,29,8.5,29.76,2,29.13,417,1931,64,68,60,59
4.6, ,4,2011-06-25,-2,53,0,0.0,10,2.5,29.92,1,29.21,417,1931,69,79,58,60
5.8,RA,5,2011-06-25,-1,52,0,0.01,9,3.9,29.91,2,29.28,417,1931,70,78,61,60
6.9, ,4,2011-06-26,-2,53,0,0.0,9,5.8,29.94,1,29.23,418,1931,69,81,57,60
7.0, ,7,2011-06-26,1,53,0,0.0,9,6.5,29.93,2,29.28,418,1931,72,80,64,61
10.8,RA HZ,8,2011-06-27,2,63,0,0.03,21,6.9,29.8,1,29.08,418,1931,73,81,65,67
9.2,RA BR,9,2011-06-27,3,64,0,0.14,21,6.4,29.79,2,29.15,418,1931,74,80,67,67
9.6, ,7,2011-06-28,1,54,0,0.0,30,9.1,29.98,1,29.28,419,1931,72,81,63,61
8.6, ,8,2011-06-28,2,53,0,0.0,30,7.2,29.97,2,29.34,419,1931,73,81,65,61
5.4, ,5,2011-06-29,-1,56,0,0.0,8,3.7,30.06,1,29.35,419,1931,70,81,59,62
5.9, ,7,2011-06-29,1,55,0,0.0,8,3.9,30.04,2,29.41,419,1931,72,80,63,62
9.4, ,9,2011-06-30,2,62,0,0.01,17,8.2,30.0,1,29.28,419,1931,74,88,60,67
10.6,TS RA,13,2011-06-30,6,61,0,0.03,16,9.2,29.99,2,29.34,419,1931,78,89,66,67
14.9, ,16,2011-07-01,9,62,0,0.0,18,14.3,29.96,1,29.24,420,1931,81,89,72,68
10.8,TS RA,15,2011-07-01,8,63,0,0.01,18,10.4,29.95,2,29.31,420,1931,80,89,70,68
8.3,BR,18,2011-07-02,11,70,0,0.0,24,3.9,29.95,1,29.25,420,1931,83,94,71,74
7.5,BR,18,2011-07-02,11,71,0,0.0,23,3.1,29.94,2,29.31,420,1931,83,93,73,74
5.9, ,12,2011-07-03,5,57,0,0.0,2,4.7,29.98,1,29.28,421,1931,77,84,69,65
6.1, ,13,2011-07-03,6,58,0,0.0,3,4.4,29.96,2,29.33,421,1931,78,86,70,65
4.3, ,12,2011-07-04,5,55,0,0.0,5,2.9,29.97,1,29.26,422,1930,77,89,65,64
4.5,FU,13,2011-07-04,6,53,0,0.0,7,3.3,29.95,2,29.32,422,1930,78,88,68,63
6.2, ,15,2011-07-05,8,60,0,0.0,28,5.2,29.96,1,29.25,422,1930,80,91,68,68
5.6, ,15,2011-07-05,8,59,0,0.0,26,4.9,29.94,2,29.31,422,1930,80,92,67,68
7.5, ,13,2011-07-06,6,61,0,0.01,4,5.7,29.97,1,29.27,423,1930,78,86,70,67
7.3, ,14,2011-07-06,7,60,0,0.0,4,5.9,29.95,2,29.33,423,1930,79,87,71,67
6.2,RA,8,2011-07-07,1,53,0,0.01,7,5.1,29.95,1,29.22,423,1930,73,82,63,62
7.1,RA,9,2011-07-07,2,55,0,0.07,7,5.7,29.93,2,29.28,423,1930,74,81,66,63
6.0, ,9,2011-07-08,1,51,0,0.0,6,5.1,29.88,1,29.17,424,1929,74,86,61,62
6.5, ,11,2011-07-08,3,52,0,0.0,4,5.2,29.86,2,29.22,424,1929,76,86,65,63
5.9, ,11,2011-07-09,3,58,0,0.0,19,5.2,29.92,1,29.21,425,1929,76,91,61,66
6.5, ,14,2011-07-09,6,60,0,0.0,18,5.4,29.9,2,29.27,425,1929,79,90,67,68
9.7,HZ,18,2011-07-10,10,68,0,0.01,19,9.3,29.89,1,29.18,425,1929,83,91,74,72
8.1,HZ,18,2011-07-10,10,67,0,0.01,19,7.8,29.87,2,29.23,425,1929,83,91,75,72
8.5,HZ,15,2011-07-11,7,71,0,0.39,25,5.5,29.82,1,29.12,426,1928,80,88,71,74
8.0,BR,15,2011-07-11,7,70,0,0.13,24,5.3,29.81,2,29.18,426,1928,80,90,70,74
7.7,RA,14,2011-07-12,6,63,0,0.01,2,5.6,29.94,1,29.25,427,1928,79,87,70,69
7.0,RA,15,2011-07-12,7,64,0,0.01,4,4.5,29.92,2,29.31,427,1928,80,88,71,69
10.9, ,4,2011-07-13,-4,57,0,0.0,4,10.5,30.06,1,29.35,428,1927,69,74,63,62
12.2, ,5,2011-07-13,-3,57,0,0.0,4,11.6,30.04,2,29.4,428,1927,70,74,66,63
8.0, ,6,2011-07-14,-2,56,0,0.0,10,6.5,30.02,1,29.3,428,1927,71,82,59,63
8.7, ,9,2011-07-14,1,56,0,0.0,9,7.3,30.0,2,29.35,428,1927,74,82,65,63
6.7, ,14,2011-07-15,5,60,0,0.01,9,5.4,29.98,1,29.27,429,1926,79,87,70,66
6.8, ,14,2011-07-15,5,60,0,0.0,10,6.2,29.96,2,29.33,429,1926,79,86,71,67
4.3,RA,15,2011-07-16,6,61,0,0.01,19,3.4,30.02,1,29.32,430,1925,80,89,71,68
2.7, ,17,2011-07-16,8,60,0,0.0,19,2.5,30.0,2,29.38,430,1925,82,90,74,68
6.4, ,17,2011-07-17,8,69,0,0.0,22,6.2,30.06,1,29.35,431,1925,82,95,69,74
7.2, ,20,2011-07-17,11,69,0,0.0,23,6.8,30.04,2,29.41,431,1925,85,95,74,74
10.8,RA HZ,21,2011-07-18,12,75,0,0.01,25,10.6,29.96,1,29.23,432,1924,86,92,80,78
11.7,HZ,22,2011-07-18,13,74,0,0.01,24,11.2,29.94,2,29.29,432,1924,87,93,81,77
6.2, ,21,2011-07-19,12,72,0,0.0,7,4.5,29.89,1,29.17,433,1923,86,93,78,76
6.6,BR,21,2011-07-19,12,73,0,0.0,6,3.2,29.86,2,29.23,433,1923,86,92,79,77
10.7,BR HZ,21,2011-07-20,12,73,0,0.02,23,9.0,29.8,1,29.08,433,1923,86,99,73,77
9.9,TS,24,2011-07-20,15,73,0,0.0,23,7.6,29.78,2,29.15,433,1923,89,100,77,77
8.8,TS,22,2011-07-21,13,70,0,0.02,28,6.2,29.8,1,29.1,434,1922,87,99,75,76
10.0, ,27,2011-07-21,18,72,0,0.0,26,5.3,29.77,2,29.16,434,1922,92,101,82,77
9.0,TS RA BR,14,2011-07-22,5,70,0,1.55,9,1.7,29.88,1,29.18,435,1921,79,88,70,73
8.2,TS BR,21,2011-07-22,12,70,0,0.14,10,3.8,29.86,2,29.23,435,1921,86,100,71,74
5.3,TS RA BR,14,2011-07-23,5,70,0,6.86,30,0.8,29.95,1,29.23,436,1920,79,87,70,73
4.9,RA BR,14,2011-07-23,5,70,0,0.04,20,0.7,29.93,2,29.28,436,1920,79,87,70,73
6.4,TS BR,15,2011-07-24,6,70,0,0.18,23,1.5,29.97,1,29.26,437,1919,80,87,72,73
5.7,TS,15,2011-07-24,6,69,0,0.02,20,0.7,29.95,2,29.32,437,1919,80,87,72,72
6.5, ,16,2011-07-25,7,66,0,0.0,32,3.4,29.91,1,29.2,438,1918,81,88,73,71
6.1, ,17,2011-07-25,8,67,0,0.01,35,2.1,29.89,2,29.25,438,1918,82,90,73,71
8.5, ,12,2011-07-26,3,63,0,0.0,5,6.3,29.88,1,29.18,439,1918,77,83,71,68
8.0, ,14,2011-07-26,5,62,0,0.01,6,5.9,29.86,2,29.23,439,1918,79,85,72,68
9.5,TS,14,2011-07-27,5,66,0,0.71,16,6.2,29.85,1,29.13,440,1917,79,90,68,70
9.9,TS BR,17,2011-07-27,8,66,0,0.01,16,6.0,29.84,2,29.21,440,1917,82,92,72,71
6.8,RA BR,15,2011-07-28,6,71,0,0.7,23,3.2,29.89,1,29.2,441,1916,80,87,73,74
6.8,TS RA,16,2011-07-28,7,71,0,0.01,21,3.3,29.87,2,29.26,441,1916,81,88,74,74
5.9,BR,14,2011-07-29,5,67,0,0.7,4,4.3,29.98,1,29.28,442,1915,79,86,71,71
5.6,BR,15,2011-07-29,6,69,0,0.36,4,3.5,29.96,2,29.34,442,1915,80,86,74,72
3.4, ,14,2011-07-30,5,64,0,0.0,13,2.4,30.05,1,29.35,443,1914,79,91,67,70
3.4, ,15,2011-07-30,6,65,0,0.0,11,2.0,30.03,2,29.41,443,1914,80,91,68,71
5.0, ,14,2011-07-31,5,69,0,0.0,25,4.9,30.06,1,29.35,444,1913,79,90,68,73
5.0, ,17,2011-07-31,8,69,0,0.0,23,4.5,30.04,2,29.41,444,1913,82,91,73,73
4.9, ,18,2011-08-01,10,72,0,0.0,27,4.2,29.99,1,29.28,445,1911,83,91,74,75
5.9,BR HZ,19,2011-08-01,11,71,0,0.0,25,3.1,29.97,2,29.33,445,1911,84,91,76,75
9.1, ,19,2011-08-02,11,73,0,0.43,21,8.3,29.77,1,29.04,446,1910,84,93,74,76
8.5,TS HZ,19,2011-08-02,11,73,0,0.28,20,8.0,29.75,2,29.1,446,1910,84,93,74,77
8.0, ,14,2011-08-03,6,67,0,0.0,2,6.9,29.81,1,29.11,447,1909,79,86,72,71
10.3,BR,15,2011-08-03,7,66,0,0.0,1,9.6,29.78,2,29.16,447,1909,80,87,73,71
6.0, ,12,2011-08-04,4,66,0,0.0,5,5.3,29.94,1,29.25,448,1908,77,84,69,69
6.7, ,11,2011-08-04,3,67,0,0.0,5,4.8,29.92,2,29.3,448,1908,76,82,69,70
5.5,RA,11,2011-08-05,3,68,0,0.01,5,4.0,29.93,1,29.21,449,1907,76,83,69,71
6.0, ,12,2011-08-05,4,68,0,0.01,7,5.2,29.91,2,29.26,449,1907,77,84,70,71
4.0,RA BR,14,2011-08-06,6,70,0,0.18,5,2.5,29.82,1,29.1,450,1906,79,85,72,72
3.7,RA BR,14,2011-08-06,6,70,0,0.69,3,1.3,29.8,2,29.15,450,1906,79,85,73,72
6.4,BR,12,2011-08-07,4,69,0,0.75,27,4.6,29.75,1,29.03,451,1904,77,86,68,71
5.6,RA BR HZ,14,2011-08-07,6,69,0,0.49,26,3.6,29.73,2,29.09,451,1904,79,87,70,72
6.2,RA BR,9,2011-08-08,1,67,0,0.63,4,4.0,29.72,1,29.0,452,1903,74,80,68,69
5.8,RA BR,10,2011-08-08,2,67,0,0.29,6,2.8,29.7,2,29.06,452,1903,75,80,69,70
11.1,BR,7,2011-08-09,-1,61,0,0.0,28,10.8,29.67,1,28.97,453,1902,72,80,64,66
11.6,BR,9,2011-08-09,1,61,0,0.01,27,11.0,29.66,2,29.03,453,1902,74,82,66,66
8.7, ,4,2011-08-10,-4,54,0,0.0,31,7.3,29.84,1,29.14,454,1900,69,77,61,61
8.0, ,5,2011-08-10,-3,54,0,0.0,31,4.4,29.82,2,29.2,454,1900,70,78,62,61
3.0, ,4,2011-08-11,-4,54,0,0.0,24,2.0,29.95,1,29.25,455,1859,69,81,57,61
4.2, ,6,2011-08-11,-2,54,0,0.0,23,2.7,29.93,2,29.31,455,1859,71,81,60,61
8.5, ,6,2011-08-12,-2,59,0,0.0,19,8.3,29.94,1,29.22,456,1858,71,81,60,64
8.4, ,9,2011-08-12,1,57,0,0.0,19,8.2,29.93,2,29.28,456,1858,74,82,65,64
6.7,RA,8,2011-08-13,0,64,0,0.75,27,3.6,29.86,1,29.15,457,1856,73,83,62,66
7.8,TS GR RA BR,10,2011-08-13,2,63,0,0.93,24,5.3,29.84,2,29.2,457,1856,75,84,66,66
11.7,RA,4,2011-08-14,-3,60,0,0.01,36,10.4,29.95,1,29.24,458,1855,69,75,62,63
12.6,RA,4,2011-08-14,-3,60,0,0.01,35,11.7,29.93,2,29.29,458,1855,69,75,62,63
4.9, ,5,2011-08-15,-2,55,0,0.0,2,2.4,29.98,1,29.28,459,1854,70,82,57,62
5.2, ,5,2011-08-15,-2,55,0,0.0,5,2.7,29.96,2,29.33,459,1854,70,80,59,62
3.9, ,8,2011-08-16,1,58,0,0.0,18,2.9,30.03,1,29.32,500,1852,73,85,61,64
3.0, ,8,2011-08-16,1,56,0,0.0,18,2.3,30.01,2,29.38,500,1852,73,83,63,63
6.0, ,8,2011-08-17,1,63,0,0.0,22,5.6,30.02,1,29.31,501,1851,73,83,62,67
6.2, ,9,2011-08-17,2,61,0,0.0,21,6.0,30.01,2,29.36,501,1851,74,83,65,67
5.2, ,11,2011-08-18,4,60,0,0.0,4,2.3,29.96,1,29.23,502,1849,76,84,67,66
5.2,HZ,13,2011-08-18,6,62,0,0.0,7,2.8,29.94,2,29.28,502,1849,78,85,71,67
5.2, ,11,2011-08-19,5,63,0,0.0,14,3.3,29.89,1,29.18,503,1848,76,87,64,68
5.8, ,12,2011-08-19,6,62,0,0.0,13,4.7,29.87,2,29.23,503,1848,77,86,67,68
3.4,RA FG BR,8,2011-08-20,2,67,0,1.11,21,1.3,29.92,1,29.22,504,1846,73,80,66,69
4.9,RA BR,9,2011-08-20,3,67,0,0.39,16,2.0,29.9,2,29.28,504,1846,74,79,68,69
8.5,RA,7,2011-08-21,1,58,0,0.01,32,8.0,29.97,1,29.26,505,1845,72,80,64,63
7.6,RA BR,9,2011-08-21,3,58,0,0.01,32,7.0,29.95,2,29.32,505,1845,74,81,66,64
4.1, ,6,2011-08-22,0,59,0,0.0,26,1.6,30.02,1,29.3,506,1843,71,82,59,64
3.5, ,7,2011-08-22,1,59,0,0.0,8,0.7,30.01,2,29.36,506,1843,72,82,61,64
9.8,BR,3,2011-08-23,-3,63,0,0.65,20,9.1,29.86,1,29.1,508,1842,68,73,62,65
9.5,RA BR,5,2011-08-23,-1,62,0,0.4,20,8.4,29.86,2,29.18,508,1842,70,74,66,65
10.7,BR,16,2011-08-24,10,65,0,0.0,27,8.2,29.7,1,28.99,509,1840,81,92,69,70
11.0, ,16,2011-08-24,10,65,0,0.0,25,8.1,29.68,2,29.05,509,1840,81,91,70,70
7.3, ,9,2011-08-25,4,59,0,0.0,36,4.1,29.95,1,29.26,510,1839,74,83,64,64
7.0, ,8,2011-08-25,3,59,0,0.0,2,3.1,29.93,2,29.33,510,1839,73,80,65,64
3.3, ,6,2011-08-26,1,58,0,0.0,26,1.9,29.98,1,29.26,511,1837,71,83,59,63
3.4, ,7,2011-08-26,2,58,0,0.0,20,1.2,29.97,2,29.32,511,1837,72,83,61,64
9.2, ,8,2011-08-27,3,62,0,0.0,2,8.2,29.93,1,29.21,512,1835,73,81,64,66
9.3, ,10,2011-08-27,5,61,0,0.0,1,8.1,29.91,2,29.26,512,1835,75,83,67,66
7.9, ,4,2011-08-28,-1,57,0,0.0,2,7.0,29.93,1,29.22,513,1834,69,77,61,61
9.2, ,4,2011-08-28,-1,55,0,0.0,1,8.5,29.91,2,29.26,513,1834,69,77,61,61
3.5, ,4,2011-08-29,-1,56,0,0.0,2,1.4,30.01,1,29.31,514,1832,69,79,59,62
4.2, ,5,2011-08-29,0,57,0,0.0,6,1.1,30.0,2,29.36,514,1832,70,78,61,62
6.3,RA,4,2011-08-30,-1,56,0,0.04,15,5.3,30.03,1,29.33,515,1831,69,76,61,62
6.8,RA,7,2011-08-30,2,54,0,0.02,15,5.9,30.02,2,29.38,515,1831,72,79,64,61
8.3,RA,11,2011-08-31,7,64,0,0.01,17,5.4,29.95,1,29.23,516,1829,76,87,65,68
7.4, ,12,2011-08-31,8,64,0,0.05,17,5.4,29.94,2,29.29,516,1829,77,88,65,69
5.9, ,17,2011-09-01,14,71,0,0.0,21,5.2,29.91,1,29.2,517,1827,82,93,71,75
6.3, ,19,2011-09-01,16,70,0,0.0,21,5.8,29.89,2,29.26,517,1827,84,94,74,75
7.4,HZ,19,2011-09-02,16,69,0,0.0,22,4.9,29.89,1,29.18,518,1826,84,92,76,74
6.6, ,22,2011-09-02,19,69,0,0.01,20,4.0,29.87,2,29.24,518,1826,87,94,79,74
6.2,RA BR HZ,14,2011-09-03,11,67,0,0.02,29,2.5,29.87,1,29.16,519,1824,79,89,69,71
5.7, ,14,2011-09-03,11,68,0,0.15,20,1.2,29.85,2,29.21,519,1824,79,87,71,71
11.5, ,1,2011-09-04,-2,54,0,0.0,32,10.5,29.94,1,29.24,520,1822,66,73,58,60
11.5,RA,2,2011-09-04,-1,55,0,0.01,32,10.7,29.92,2,29.29,520,1822,67,74,60,61
14.8, ,0,2011-09-05,-8,45,6,0.0,1,14.2,30.1,1,29.39,521,1821,59,65,52,52
16.6, ,0,2011-09-05,-7,46,5,0.01,36,15.9,30.07,2,29.43,521,1821,60,67,53,53
10.1, ,0,2011-09-06,-8,46,6,0.0,3,9.5,30.16,1,29.44,522,1819,59,66,51,52
14.3, ,0,2011-09-06,-5,47,3,0.0,4,13.8,30.14,2,29.49,522,1819,62,66,57,54
10.8, ,0,2011-09-07,-6,47,4,0.0,1,10.2,30.16,1,29.42,523,1817,61,70,52,54
13.3, ,0,2011-09-07,-3,47,1,0.0,2,12.4,30.13,2,29.47,523,1817,64,70,58,55
13.4,RA,1,2011-09-08,0,53,0,0.01,2,13.0,30.01,1,29.34,524,1815,66,75,57,59
15.2,RA DZ BR,3,2011-09-08,2,54,0,0.06,2,14.9,30.03,2,29.36,524,1815,68,74,62,59
8.3,RA,1,2011-09-09,0,60,0,0.02,4,8.2,29.96,1,29.23,525,1814,66,72,60,62
8.4,RA BR,3,2011-09-09,2,61,0,0.11,4,7.9,29.94,2,29.28,525,1814,68,72,64,63
3.1,BR,2,2011-09-10,1,59,0,0.0,14,0.9,30.0,1,29.29,526,1812,67,78,56,62
2.0,FG+ BR,2,2011-09-10,1,60,0,0.01,14,0.9,29.99,2,29.34,526,1812,67,76,58,63
5.5,BR,5,2011-09-11,5,59,0,0.0,27,5.1,29.99,1,29.27,527,1810,70,83,57,63
4.7,BR,7,2011-09-11,7,59,0,0.0,25,4.3,29.98,2,29.33,527,1810,72,83,60,64
10.9, ,10,2011-09-12,10,59,0,0.0,23,10.5,29.91,1,29.18,528,1809,75,86,64,65
9.3, ,10,2011-09-12,10,59,0,0.0,23,9.2,29.9,2,29.24,528,1809,75,86,64,65
8.7,BR HZ FU,0,2011-09-13,0,54,0,0.0,31,4.9,29.9,1,29.2,529,1807,65,73,56,59
7.8,HZ FU,2,2011-09-13,2,55,0,0.0,31,3.4,29.89,2,29.26,529,1807,67,76,58,61
